CAMCRWP0	CAHMSR00	aim-oncology	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR00	aim-rad-echo-sleep	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR00	orthonet-agp-wlp	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR01	aim-oncology	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR01	aim-rad-echo-sleep	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR01	orthonet-agp-wlp	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR02	aim-oncology	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR02	aim-rad-echo-sleep	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR02	orthonet-agp-wlp	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR03	aim-oncology	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR03	aim-rad-echo-sleep	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR03	orthonet-agp-wlp	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR04	aim-oncology	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR04	aim-rad-echo-sleep	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR04	orthonet-agp-wlp	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR06	aim-oncology	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR06	aim-rad-echo-sleep	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR06	orthonet-agp-wlp	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR07	aim-oncology	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
CAMCRWP0	CAHMSR07	aim-rad-echo-sleep	2015-01-01 0:00:00.0	2065-01-01 0:00:00.0
